"replicate","posterior_draw_index","budget","selected_proposal","selected_reviewer","baseline_A_loss","current_A_loss","absolute_A_reduction","drawwise_percent_reduction"
942,3998,2,"P035","R05",0.00946943801180346,0.00946759457423417,1.84343756929294e-06,0.0194672330817851
942,3998,3,"P028","R05",0.00946943801180346,0.00946667149038778,2.76652141568794e-06,0.0292152650689463
942,3998,4,"P013","R04",0.00946943801180346,0.00946574840092123,3.68961088223485e-06,0.0389633564065346
942,3998,5,"P015","R02",0.00946943801180346,0.00946482428213167,4.61372967179921e-06,0.0487223176924363
942,3998,6,"P020","R02",0.00946943801180346,0.00946389969396714,5.53831783632087e-06,0.0584862357134338
943,2994,1,"P009","R04",0.214264569256904,0.213663393814992,0.000601175441911683,0.280576225923228
943,2994,2,"P028","R02",0.214264569256904,0.21306150348634,0.00120306577056406,0.561486098581973
943,2994,3,"P013","R09",0.214264569256904,0.212460188702378,0.00180438055452622,0.842127357212645
943,2994,4,"P031","R09",0.214264569256904,0.211858919903321,0.00240564935358273,1.1227471541029
943,2994,5,"P010","R09",0.214264569256904,0.211257225004278,0.0030073442526265,1.40356581727737
943,2994,6,"P021","R05",0.214264569256904,0.210656667812536,0.00360790144436807,1.68385349798182
944,3985,1,"P012","R05",0.278627198022613,0.277466804495652,0.00116039352696085,0.416468146396343
944,3985,2,"P022","R04",0.278627198022613,0.276301420536374,0.00232577748623952,0.834727371464563
944,3985,3,"P004","R01",0.278627198022613,0.275153568038027,0.00347362998458645,1.246694511246
944,3985,4,"P015","R07",0.278627198022613,0.273986374000864,0.00464082402174903,1.66560337780535
944,3985,5,"P038","R07",0.278627198022613,0.272819116377715,0.00580808164489871,2.08453506553489
944,3985,6,"P001","R02",0.278627198022613,0.271657161595604,0.00697003642700911,2.5015635503191
945,850,1,"P034","R05",0.0671408971654359,0.067073506189048,6.73909763878322e-05,0.100372469289143
945,850,2,"P039","R02",0.0671408971654359,0.0670057950703657,0.000135102095070172,0.201221760169929
945,850,3,"P003","R04",0.0671408971654359,0.0669383510238034,0.00020254614163244,0.301673272451758
945,850,4,"P025","R07",0.0671408971654359,0.066870606242019,0.000270290923416905,0.40257270133121
945,850,5,"P040","R03",0.0671408971654359,0.0668030974294189,0.000337799736016969,0.503120676485194
945,850,6,"P027","R03",0.0671408971654359,0.0667354856846355,0.00040541148080038,0.6038219593662
946,1075,1,"P010","R02",0.0438580196454282,0.0438349077211706,2.31119242575795e-05,0.0526971451160556
946,1075,2,"P009","R05",0.0438580196454282,0.0438119534721945,4.60661732336609e-05,0.105034777233638
946,1075,3,"P024","R08",0.0438580196454282,0.0437892176234061,6.880202202212e-05,0.156874438422784
946,1075,4,"P033","R07",0.0438580196454282,0.0437660389005904,9.19807448378565e-05,0.209723889909937
946,1075,5,"P008","R08",0.0438580196454282,0.0437432021420694,0.00011481750335883,0.261793633837269
946,1075,6,"P016","R08",0.0438580196454282,0.0437202776294512,0.000137742015977001,0.314063464539852
947,1370,1,"P035","R07",0.20117981138484,0.200761869771434,0.000417941613405831,0.207745305321091
947,1370,2,"P016","R05",0.20117981138484,0.200345203710191,0.000834607674648352,0.414856574774205
947,1370,3,"P012","R09",0.20117981138484,0.199928238759446,0.00125157262539358,0.622116412565585
947,1370,4,"P022","R05",0.20117981138484,0.199511206618099,0.00166860476674088,0.829409648639636
947,1370,5,"P014","R08",0.20117981138484,0.199095517496361,0.00208429388847844,1.03603531295263
947,1370,6,"P025","R08",0.20117981138484,0.198679328885128,0.00250048249971199,1.24290925739501
948,1407,1,"P001","R04",0.143078945637393,0.142803346133949,0.000275599503444163,0.192620585940449
948,1407,2,"P011","R08",0.143078945637393,0.142527779705001,0.000551165932392378,0.385218055624484
948,1407,3,"P028","R07",0.143078945637393,0.14225215856263,0.000826787074763136,0.577853765332094
948,1407,4,"P042","R01",0.143078945637393,0.141976601779632,0.00110234385776067,0.770444493317947
948,1407,5,"P006","R09",0.143078945637393,0.141701002925174,0.00137794271221953,0.963064625672924
948,1407,6,"P004","R01",0.143078945637393,0.141425437343273,0.0016535082941205,1.15566150334307
949,2953,1,"P022","R09",0.0507397270203127,0.0507060289353352,3.36980849775306e-05,0.0664136111020861
949,2953,2,"P041","R06",0.0507397270203127,0.0506725734014459,6.71536188668331e-05,0.132349192261025
949,2953,3,"P006","R02",0.0507397270203127,0.050638705411953,0.000101021608359772,0.199097658368028
949,2953,4,"P025","R08",0.0507397270203127,0.0506054043978916,0.000134322622421197,0.264728705314917
949,2953,5,"P014","R04",0.0507397270203127,0.0505717467919259,0.000167980228386884,0.33106253866844
949,2953,6,"P008","R06",0.0507397270203127,0.0505381850155753,0.000201542004737439,0.397207506963439
950,3274,1,"P042","R05",0.00248813157301076,0.00248803088466257,1.00688348187751e-07,0.00404674532809828
950,3274,2,"P028","R07",0.00248813157301076,0.00248792999541012,2.01577600636178e-07,0.00810156515928372
950,3274,3,"P011","R07",0.00248813157301076,0.00248782904423165,3.02528779103604e-07,0.0121588738467528
950,3274,4,"P007","R03",0.00248813157301076,0.00248772828688087,4.03286129891864e-07,0.0162083924446113
950,3274,5,"P031","R01",0.00248813157301076,0.00248762782102624,5.0375198452305e-07,0.0202461955785355
950,3274,6,"P023","R01",0.00248813157301076,0.0024875272782717,6.04294739057782e-07,0.0242870893811518
951,488,1,"P007","R04",0.127795123546898,0.127611455433391,0.00018366811350623,0.143720752724049
951,488,2,"P039","R01",0.127795123546898,0.12743016545071,0.000364958096188139,0.28558061220091
951,488,3,"P016","R07",0.127795123546898,0.127245468864436,0.000549654682462042,0.430106147407363
951,488,4,"P032","R04",0.127795123546898,0.127060836977557,0.000734286569340825,0.574581055177242
951,488,5,"P022","R01",0.127795123546898,0.126879037346334,0.00091608620056402,0.716839715897171
951,488,6,"P042","R01",0.127795123546898,0.126696319844146,0.00109880370275198,0.859816612915392
952,4900,1,"P041","R05",0.221316420253596,0.220757431906011,0.000558988347584638,0.252574276659689
952,4900,2,"P006","R08",0.221316420253596,0.220201245785633,0.0011151744679625,0.503882390057038
952,4900,3,"P002","R09",0.221316420253596,0.219641563791303,0.00167485646229343,0.756770085280744
952,4900,4,"P004","R08",0.221316420253596,0.219084373944108,0.00223204630948753,1.00853172436548
952,4900,5,"P001","R04",0.221316420253596,0.218525231957646,0.00279118829595024,1.26117542148565
952,4900,6,"P007","R05",0.221316420253596,0.217966840283708,0.00334957996988847,1.51348009607707
953,1972,1,"P031","R03",0.256653784754128,0.255801452707404,0.000852332046723692,0.332094088361182
953,1972,2,"P026","R03",0.256653784754128,0.254948412221589,0.00170537253253839,0.664464205806323
953,1972,3,"P013","R03",0.256653784754128,0.254095307289502,0.00255847746462634,0.996859433449361
953,1972,4,"P025","R08",0.256653784754128,0.253243774773321,0.00341000998080665,1.32864200076902
953,1972,5,"P016","R02",0.256653784754128,0.252391022432016,0.00426276232211142,1.66089984848465
953,1972,6,"P001","R05",0.256653784754128,0.251539139559121,0.00511464519500682,1.99281892527188
954,2381,1,"P036","R02",0.159959238395649,0.15959009425491,0.000369144140738825,0.230773879921691
954,2381,2,"P030","R08",0.159959238395649,0.159222403036233,0.00073683535941535,0.460639452153952
954,2381,3,"P023","R06",0.159959238395649,0.158854339191289,0.00110489920435999,0.69073797515033
954,2381,4,"P037","R08",0.159959238395649,0.15848652662026,0.00147271177538855,0.920679411929863
954,2381,5,"P001","R05",0.159959238395649,0.158118367202983,0.00184087119266538,1.15083768285524
954,2381,6,"P035","R06",0.159959238395649,0.157750096413823,0.00220914198182592,1.38106557894565
955,16,1,"P017","R08",0.0231236586451212,0.023118057033585,5.60161153626351e-06,0.0242245901577749
955,16,2,"P010","R05",0.0231236586451212,0.0231124192507819,1.12393943393595e-05,0.0486056056779355
955,16,3,"P009","R05",0.0231236586451212,0.0231067669905309,1.68916545902828e-05,0.0730492300094851
955,16,4,"P037","R05",0.0231236586451212,0.0231011021988244,2.25564462968363e-05,0.097547047562888
955,16,5,"P031","R04",0.0231236586451212,0.0230954511176004,2.8207527520873e-05,0.12198557310404
955,16,6,"P026","R02",0.0231236586451212,0.0230897715200999,3.38871250213472e-05,0.146547419426194
956,3430,1,"P028","R06",0.227654631361099,0.227071188430737,0.000583442930362221,0.256284234972045
956,3430,2,"P016","R06",0.227654631361099,0.226487694068023,0.00116693729307593,0.51259106221519
956,3430,3,"P007","R08",0.227654631361099,0.225904323320632,0.00175030804046691,0.768843589960016
956,3430,4,"P034","R09",0.227654631361099,0.225320763922119,0.00233386743897976,1.02517898495017
956,3430,5,"P008","R06",0.227654631361099,0.224737237571057,0.00291739379004191,1.2814998634552
956,3430,6,"P038","R01",0.227654631361099,0.22415390835248,0.00350072300861889,1.53773414917536
957,4440,1,"P009","R02",0.337534217713433,0.335979070110147,0.00155514760328584,0.46073776277289
957,4440,2,"P001","R01",0.337534217713433,0.334437067460797,0.00309715025263541,0.917581119217043
957,4440,3,"P025","R03",0.337534217713433,0.332882066858761,0.00465215085467147,1.37827533047958
957,4440,4,"P008","R08",0.337534217713433,0.331336911557134,0.00619730615629888,1.83605271142033
957,4440,5,"P014","R04",0.337534217713433,0.329785758983146,0.00774845873028679,2.29560688180813
957,4440,6,"P023","R06",0.337534217713433,0.328235853808155,0.00929836390527772,2.75479148996149
958,4811,1,"P006","R08",0.03107728701283,0.0310634954821185,1.37915307115363e-05,0.0443781682289146
958,4811,2,"P035","R03",0.03107728701283,0.0310495301697691,2.7756843060868e-05,0.0893155282486813
958,4811,3,"P007","R04",0.03107728701283,0.0310355804215184,4.17065913116549e-05,0.134202806359631
958,4811,4,"P029","R03",0.03107728701283,0.031021571607013,5.5715405816989e-05,0.179280146925268
958,4811,5,"P027","R03",0.03107728701283,0.031007539429706,6.9747583123999e-05,0.224432663942654
958,4811,6,"P024","R02",0.03107728701283,0.0309935145862502,8.37724265798125e-05,0.269561582210274
959,4204,1,"P021","R06",0.129100979694784,0.12894295826978,0.000158021425003818,0.122401414286249
959,4204,2,"P010","R04",0.129100979694784,0.128784056263463,0.000316923431320448,0.245484915815285
959,4204,3,"P027","R04",0.129100979694784,0.128624737777581,0.000476241917202885,0.368891017193518
959,4204,4,"P019","R08",0.129100979694784,0.128467108830162,0.000633870864621605,0.490988423263853
959,4204,5,"P018","R07",0.129100979694784,0.128307451120336,0.000793528574447699,0.614657283255118
959,4204,6,"P042","R05",0.129100979694784,0.128149016985169,0.000951962709615145,0.737378377658902
960,2134,1,"P008","R01",0.0217238634698155,0.0217168197426811,7.04372713440649e-06,0.0324239154982423
960,2134,2,"P042","R06",0.0217238634698155,0.0217097710631186,1.40924066968293e-05,0.0648706281753711
960,2134,3,"P019","R06",0.0217238634698155,0.021702720020499,2.1143449316436e-05,0.0973282185547431
960,2134,4,"P014","R04",0.0217238634698155,0.0216956666905342,2.81967792812449e-05,0.129796338116483
960,2134,5,"P041","R09",0.0217238634698155,0.0216886133079397,3.52501618757287e-05,0.162264699944867
960,2134,6,"P032","R05",0.0217238634698155,0.0216815620641026,4.23014057128884e-05,0.194723216575471
961,1679,1,"P037","R04",0.0150088191796955,0.0150051446233134,3.67455638208315e-06,0.0244826480890264
961,1679,2,"P020","R05",0.0150088191796955,0.0150014721753049,7.34700439067662e-06,0.0489512486139876
961,1679,3,"P013","R09",0.0150088191796955,0.0149977974752056,1.10217044899628e-05,0.0734348542547131
961,1679,4,"P006","R02",0.0150088191796955,0.0149941185938384,1.47005858571383e-05,0.0979463186352845
961,1679,5,"P032","R04",0.0150088191796955,0.0149904416611945,1.83775185009921e-05,0.122444799160842
961,1679,6,"P018","R07",0.0150088191796955,0.0149867626842365,2.20564954590101e-05,0.146956900439236
962,671,1,"P014","R08",0.235519698862322,0.234609235877407,0.000910462984915678,0.386576150238671
962,671,2,"P025","R02",0.235519698862322,0.233700000806312,0.00181969805600987,0.772630936944944
962,671,3,"P022","R09",0.235519698862322,0.232788435619649,0.0027312632426732,1.15967507425772
962,671,4,"P029","R09",0.235519698862322,0.231866665607028,0.00365303325529409,1.55105210856674
962,671,5,"P035","R03",0.235519698862322,0.230955957918294,0.0045637409440285,1.93773215831782
962,671,6,"P010","R06",0.235519698862322,0.230058977606047,0.0054607212562752,2.31858366100721
963,3227,1,"P041","R09",0.155027302970862,0.15465268985171,0.000374613119151934,0.241643318288485
963,3227,2,"P035","R06",0.155027302970862,0.154279365457487,0.000747937513375263,0.482455347569223
963,3227,3,"P011","R05",0.155027302970862,0.15390570008334,0.00112160288752172,0.723487325153643
963,3227,4,"P037","R09",0.155027302970862,0.153530994405355,0.0014963085655072,0.965190348301704
963,3227,5,"P040","R03",0.155027302970862,0.153155914719306,0.00187138825155594,1.20713462447817
963,3227,6,"P014","R06",0.155027302970862,0.152782197215351,0.00224510575551098,1.44820022827396
964,4138,1,"P016","R02",0.281675485733804,0.280661470829503,0.00101401490430014,0.359994019947633
964,4138,2,"P003","R07",0.281675485733804,0.27964720041141,0.00202828532239352,0.720078752011222
964,4138,3,"P034","R01",0.281675485733804,0.278635788844434,0.00303969688936967,1.07914853912503
964,4138,4,"P018","R07",0.281675485733804,0.277620865779908,0.00405461995389605,1.43946497272676
964,4138,5,"P017","R04",0.281675485733804,0.276608100908523,0.00506738482528069,1.79901520790119
964,4138,6,"P004","R05",0.281675485733804,0.2755959494682,0.00607953626560354,2.15834766371859
965,327,1,"P003","R03",0.237613446607186,0.236905514968897,0.000707931638289083,0.297934165089323
965,327,2,"P034","R03",0.237613446607186,0.236193409242779,0.00142003736440663,0.597625001734092
965,327,3,"P026","R09",0.237613446607186,0.235482827131687,0.0021306194754992,0.896674622552596
965,327,4,"P042","R07",0.237613446607186,0.234776344047228,0.00283710255995748,1.19399916143958
965,327,5,"P040","R06",0.237613446607186,0.234076886896138,0.00353655971104741,1.48836682500293
965,327,6,"P028","R02",0.237613446607186,0.233368871609894,0.00424457499729133,1.78633619346817
966,1340,1,"P025","R02",0.00434433913303346,0.00434414670846186,1.92424571603123e-07,0.00442931745682481
966,1340,2,"P042","R03",0.00434433913303346,0.0043439547248529,3.84408180558772e-07,0.00884848463223811
966,1340,3,"P027","R01",0.00434433913303346,0.00434376378504139,5.75347992068376e-07,0.013243625197065
966,1340,4,"P010","R01",0.00434433913303346,0.00434357256117509,7.66571858371555e-07,0.0176453042660206
966,1340,5,"P037","R03",0.00434433913303346,0.00434338035511762,9.58777915839072e-07,0.0220695918637825
966,1340,6,"P038","R06",0.00434433913303346,0.00434318886057064,1.15027246282064e-06,0.0264775015853207
967,4107,1,"P038","R09",0.0525559083200082,0.0525316232811612,2.42850388469731e-05,0.046208009000822
967,4107,2,"P020","R05",0.0525559083200082,0.0525073907664938,4.85175535143573e-05,0.0923160783730313
967,4107,3,"P033","R09",0.0525559083200082,0.0524830510238554,7.28572961527577e-05,0.138628174227598
967,4107,4,"P005","R03",0.0525559083200082,0.0524587489199094,9.7159400098773e-05,0.184868653600615
967,4107,5,"P019","R09",0.0525559083200082,0.0524343705003317,0.000121537819676547,0.231254341446282
967,4107,6,"P013","R08",0.0525559083200082,0.0524102836300287,0.000145624689979494,0.277085288095105
968,3022,1,"P018","R04",0.0402912756545594,0.0402675603242786,2.37153302807894e-05,0.0588597156469176
968,3022,2,"P021","R03",0.0402912756545594,0.0402438736299543,4.74020246051116e-05,0.117648358943799
968,3022,3,"P032","R02",0.0402912756545594,0.0402200436657726,7.12319887867241e-05,0.176792587550311
968,3022,4,"P016","R02",0.0402912756545594,0.040196208665111,9.5066989448396e-05,0.235949316332054
968,3022,5,"P035","R01",0.0402912756545594,0.0401727930208581,0.000118482633701247,0.294065233171241
968,3022,6,"P010","R05",0.0402912756545594,0.0401491520085823,0.000142123645977071,0.352740496964108
969,2395,1,"P018","R02",0.213147835359417,0.212651420708178,0.000496414651239202,0.232896876668783
969,2395,2,"P007","R08",0.213147835359417,0.212157159084411,0.000990676275005736,0.464783643397187
969,2395,3,"P036","R01",0.213147835359417,0.211663146942234,0.00148468841718269,0.696553363856197
969,2395,4,"P038","R07",0.213147835359417,0.21116696238774,0.00198087297167698,0.92934228880944
969,2395,5,"P022","R09",0.213147835359417,0.21067154102026,0.00247629433915691,1.16177315851287
969,2395,6,"P010","R02",0.213147835359417,0.210175345616104,0.00297248974331274,1.394567173671
